AirportID,Year,Month,Day,Time,TimeZone,SkyCondition,Visibility,WeatherType,DryBulbFarenheit,DryBulbCelsius,WetBulbFarenheit,WetBulbCelsius,DewPointFarenheit,DewPointCelsius,RelativeHumidity,WindSpeed,WindDirection,ValueForWindCharacter,StationPressure,PressureTendency,PressureChange,SeaLevelPressure,RecordType,HourlyPrecip,Altimeter,__index_level_0__
12892,2013,8,8,353,-8,FEW011,10.0,,62.0,16.7,60.0,15.3,58.0,14.4,87.0,6.0,260,,29.62,,,29.96,AA,,29.97,1331
10693,2013,5,26,753,-6,FEW070 SCT250,10.0,,67.0,19.4,58.0,14.1,50.0,10.0,55.0,7.0,090,,29.6,,,30.24,AA,,30.25,1332
12478,2013,7,14,651,-5,FEW006 SCT017 SCT100,9.0,,78.0,25.6,75.0,24.0,74.0,23.3,88.0,10.0,240,,30.32,,,30.34,AA,,30.34,1333
10423,2013,6,2,543,-6,FEW009CB BKN024CB OVC110,10.0,-TSRA,70.0,21.0,67.0,19.6,66.0,19.0,87.0,16.0,020,23.0,29.47,,,,SP,,30.0,1334
10397,2013,10,22,2352,-5,FEW070,10.0,,56.0,13.3,53.0,11.5,50.0,10.0,80.0,8.0,310,,28.79,,,29.87,AA,,29.88,1335
12339,2013,5,15,2354,-5,FEW080CB OVC110,10.0,-TSRA,70.0,21.1,65.0,18.3,62.0,16.7,76.0,9.0,230,,29.0,,,29.83,AA,0.03,29.86,1336
15304,2013,10,19,1653,-5,FEW020 SCT080 BKN100,10.0,,84.0,28.9,77.0,24.9,74.0,23.3,72.0,8.0,290,,29.88,,,29.88,AA,,29.89,1337
10140,2013,8,25,2252,-7,SCT080 BKN120 BKN200,10.0,,71.0,21.7,65.0,18.0,61.0,16.1,71.0,7.0,010,,24.92,,,30.05,AA,,30.3,1338
14747,2013,6,4,1453,-8,FEW040 SCT250,10.0,,77.0,25.0,61.0,16.3,50.0,10.0,39.0,9.0,290,,29.62,,,30.1,AA,,30.09,1339
12889,2013,10,6,1256,-8,CLR,10.0,,77.0,25.0,50.0,9.7,13.0,-10.6,9.0,5.0,170,,27.83,,,30.09,AA,,30.13,1340
13871,2013,7,10,1052,-6,FEW043 SCT250,10.0,,80.0,26.7,68.0,20.2,62.0,16.7,54.0,9.0,020,,29.05,,,30.07,AA,,30.1,1341
14869,2013,10,22,1753,-7,FEW150,10.0,,58.0,14.4,46.0,7.9,34.0,1.1,41.0,7.0,280,,25.84,,,30.13,AA,,30.17,1342
14492,2013,5,9,1151,-5,FEW044 SCT180 SCT250,10.0,,74.0,23.3,62.0,16.5,53.0,11.7,48.0,5.0,VR ,,29.58,,,30.04,AA,,30.05,1343
14908,2013,4,11,1936,-8,BKN009 BKN017,10.0,,57.0,14.0,53.0,11.8,50.0,10.0,78.0,8.0,180,,29.76,,,,SP,,29.82,1344
13487,2013,8,24,1753,-6,FEW110 BKN250,10.0,,86.0,30.0,75.0,23.8,70.0,21.1,59.0,17.0,170,28.0,29.07,,,29.94,AA,,29.96,1345
11066,2013,5,17,1158,-5,SCT015 BKN070 OVC200,7.0,,72.0,22.0,66.0,19.0,63.0,17.0,73.0,3.0,VR ,,29.21,,,,SP,,30.09,1346
10529,2013,9,28,1151,-5,SCT040 SCT140,10.0,,71.0,21.7,60.0,15.3,51.0,10.6,49.0,5.0,030,,30.11,,,30.3,AA,,30.31,1347
15376,2013,7,12,1853,-7,CLR,10.0,,92.0,33.3,69.0,20.3,56.0,13.3,30.0,10.0,290,,27.26,,,29.76,AA,,29.92,1348
10423,2013,6,16,2053,-6,SCT060,10.0,,88.0,31.1,75.0,23.8,69.0,20.6,53.0,11.0,190,,29.39,,,29.88,AA,,29.92,1349
10713,2013,9,13,953,-7,BKN095 OVC110,10.0,,69.0,20.6,63.0,17.4,60.0,15.6,73.0,7.0,360,,27.0,,,29.92,AA,,29.98,1350
14893,2013,5,28,1153,-8,BKN046,10.0,,72.0,22.2,61.0,16.1,53.0,11.7,51.0,7.0,360,,29.93,,,29.96,AA,,29.96,1351
13487,2013,10,15,1653,-6,OVC010,5.0,-DZ BR,50.0,10.0,49.0,9.4,48.0,8.9,93.0,5.0,210,,28.82,,,29.72,AA,T,29.71,1352
10693,2013,5,17,2153,-6,FEW026 BKN080 OVC100,9.0,,65.0,18.3,63.0,17.3,62.0,16.7,90.0,8.0,150,,29.35,,,29.99,AA,,30.0,1353
12264,2013,5,7,952,-5,BKN008 OVC034,10.0,-RA,59.0,15.0,58.0,14.3,57.0,13.9,93.0,8.0,070,,29.68,,,30.02,AA,0.15,30.03,1354
10529,2013,8,14,551,-5,FEW050 SCT250,10.0,,57.0,13.9,54.0,12.3,52.0,11.1,83.0,5.0,280,,29.59,,,29.78,AA,,29.79,1355
10821,2013,8,21,754,-5,FEW010 BKN250,5.0,BR,74.0,23.3,71.0,21.8,70.0,21.1,87.0,0.0,000,,30.03,,,30.19,AA,,30.2,1356
12451,2013,7,2,1442,-5,FEW018CB BKN029CB,10.0,,84.0,29.0,76.0,24.2,72.0,22.0,67.0,16.0,140,,30.01,,,,SP,,30.05,1357
14730,2013,8,16,2156,-5,BKN110 BKN250,10.0,,73.0,22.8,62.0,16.8,55.0,12.8,53.0,6.0,070,,29.6,,,30.12,AA,,30.13,1358
13342,2013,10,2,652,-6,CLR,10.0,,54.0,12.2,51.0,10.7,49.0,9.4,83.0,0.0,000,,29.36,,,30.1,AA,,30.1,1359
14747,2013,10,15,1053,-8,SCT003 BKN200,3.0,HZ,52.0,11.1,49.0,9.4,46.0,7.8,80.0,0.0,000,,29.86,,,30.35,AA,,30.33,1360
11618,2013,6,11,251,-5,BKN007 BKN012 OVC040,8.0,,71.0,21.7,70.0,20.9,69.0,20.6,93.0,13.0,220,21.0,29.7,,,29.73,AA,,29.73,1361
15376,2013,5,10,2353,-7,CLR,10.0,,70.0,21.1,52.0,11.2,35.0,1.7,28.0,11.0,120,,27.43,,,29.98,AA,,30.11,1362
13830,2013,10,30,54,-10,CLR,10.0,,73.0,22.8,68.0,19.9,65.0,18.3,76.0,3.0,010,,30.0,,,30.07,AA,,30.05,1363
13930,2013,5,29,1551,-6,FEW042 BKN050,10.0,,83.0,28.3,73.0,22.7,68.0,20.0,61.0,8.0,180,,29.16,,,29.86,AA,,29.88,1364
13244,2013,8,26,654,-6,FEW250,10.0,,76.0,24.4,71.0,21.8,69.0,20.6,79.0,8.0,140,,29.89,,,30.24,AA,,30.25,1365
14492,2013,4,25,1551,-5,FEW050,10.0,,69.0,20.6,54.0,12.4,41.0,5.0,36.0,0.0,000,,29.73,5.0,15.0,30.19,AA,,30.2,1366
13303,2013,5,23,1953,-5,FEW060,10.0,,82.0,27.8,77.0,25.0,75.0,23.9,79.0,7.0,120,,29.96,,,29.98,AA,,29.99,1367
13851,2013,8,26,52,-6,CLR,10.0,,78.0,25.6,71.0,21.5,67.0,19.4,69.0,8.0,150,,28.78,,,30.11,AA,,30.17,1368
13303,2013,5,1,1550,-5,FEW009CB SCT022CB,10.0,,72.0,22.0,69.0,20.7,68.0,20.0,87.0,5.0,320,,29.92,,,,SP,,29.95,1369
11278,2013,4,10,1052,-5,FEW180 BKN250,10.0,,86.0,30.0,66.0,19.1,54.0,12.2,33.0,16.0,260,,29.88,,,29.95,AA,,29.95,1370
11259,2013,4,23,253,-6,BKN018,10.0,,67.0,19.4,62.0,16.7,59.0,15.0,76.0,18.0,170,,29.29,6.0,15.0,29.8,AA,,29.81,1371
11433,2013,10,7,1953,-5,CLR,10.0,,53.0,11.7,49.0,9.1,44.0,6.7,72.0,6.0,240,,29.33,,,30.05,AA,,30.04,1372
11042,2013,5,11,951,-5,OVC011,10.0,,48.0,8.9,46.0,7.5,43.0,6.1,83.0,3.0,VR ,,29.02,,,29.88,AA,,29.88,1373
14107,2013,6,4,251,-7,CLR,10.0,,83.0,28.3,56.0,13.4,30.0,-1.1,15.0,3.0,120,,28.59,,,29.69,AA,,29.76,1374
14122,2013,10,16,1429,-5,BKN011 OVC070,10.0,,64.0,18.0,62.0,16.7,61.0,16.0,90.0,8.0,190,,28.62,,,,SP,,29.9,1375
12451,2013,8,10,1256,-5,SCT035,10.0,,90.0,32.2,76.0,24.5,70.0,21.1,52.0,3.0,VR ,,30.09,,,30.13,AA,,30.13,1376
12264,2013,5,6,250,-5,BKN028 OVC032,10.0,,50.0,10.0,48.0,8.6,45.0,7.0,83.0,7.0,030,,29.8,,,,SP,,30.15,1377
15016,2013,8,15,1451,-6,SCT050 SCT150 BKN250,10.0,,75.0,23.9,60.0,15.6,49.0,9.4,40.0,6.0,070,,29.34,,,30.09,AA,,30.1,1378
15016,2013,6,24,1651,-6,SCT060 SCT250,10.0,,91.0,32.8,75.0,23.9,68.0,20.0,47.0,10.0,240,,29.23,,,29.95,AA,,29.99,1379
11066,2013,6,27,451,-5,BKN009 OVC018,8.0,,70.0,21.1,69.0,20.3,68.0,20.0,93.0,9.0,250,,28.89,,,29.74,AA,0.01,29.76,1380
15376,2013,4,14,1953,-7,CLR,10.0,,76.0,24.4,53.0,11.7,31.0,-0.6,19.0,11.0,230,,27.11,3.0,9.0,29.64,AA,,29.76,1381
14635,2013,4,8,153,-5,OVC070,10.0,,67.0,19.4,63.0,17.1,60.0,15.6,78.0,5.0,070,,30.05,,,30.07,AA,,30.08,1382
14524,2013,4,6,454,-5,CLR,10.0,,42.0,5.6,34.0,1.0,20.0,-6.7,41.0,9.0,020,,29.99,,,30.18,AA,,30.17,1383
13495,2013,4,22,453,-6,FEW050,10.0,,60.0,15.6,57.0,14.0,55.0,12.8,84.0,8.0,030,,30.05,,,30.08,AA,,30.07,1384
10140,2013,10,20,652,-7,CLR,10.0,,38.0,3.3,30.0,-0.9,18.0,-7.8,44.0,3.0,120,,24.74,,,30.0,AA,,30.08,1385
13204,2013,6,3,251,-5,FEW005 SCT250,8.0,,75.0,24.0,74.0,23.1,73.0,23.0,94.0,3.0,130,,29.82,,,,SP,,29.93,1386
13851,2013,7,19,2152,-6,SCT250,10.0,,79.0,26.1,74.0,23.0,71.0,21.7,77.0,8.0,150,,28.59,,,29.92,AA,,29.97,1387
13931,2013,6,10,1051,-5,SCT029,10.0,,85.0,29.4,75.0,24.0,71.0,21.7,63.0,13.0,210,,30.0,,,30.03,AA,,30.03,1388
14908,2013,7,10,1404,-8,FEW009 BKN130 BKN200,10.0,,73.0,23.0,67.0,19.6,64.0,18.0,74.0,9.0,220,,29.89,,,,SP,,29.95,1389
10397,2013,6,23,2252,-5,SCT250,10.0,,74.0,23.3,71.0,21.8,70.0,21.1,87.0,0.0,000,,29.08,,,30.16,AA,,30.18,1390
10821,2013,6,8,954,-5,SCT045 BKN150 BKN250,10.0,,73.0,22.8,65.0,18.3,60.0,15.6,64.0,8.0,260,,29.77,,,29.93,AA,,29.94,1391
14908,2013,10,10,1053,-8,SCT020 SCT042 CLR,10.0,,67.0,19.4,56.0,13.2,46.0,7.8,47.0,0.0,000,,29.94,,,30.0,AA,,30.0,1392
14679,2013,6,13,1351,-8,FEW022,10.0,,65.0,18.3,59.0,14.8,54.0,12.2,68.0,9.0,280,,29.96,,,29.98,AA,,29.99,1393
10529,2013,5,24,1534,-5,SCT028 OVC034,10.0,-RA,55.0,13.0,51.0,10.7,48.0,9.0,77.0,14.0,330,18.0,29.59,,,,SP,,29.79,1394
12264,2013,9,5,1552,-5,BKN070,10.0,,82.0,27.8,65.0,18.3,54.0,12.2,38.0,16.0,320,22.0,29.68,,,30.02,AA,,30.03,1395
13232,2013,6,11,237,-6,BKN002,1.25,BR,61.0,16.0,60.0,15.4,59.0,15.0,93.0,0.0,000,,29.23,,,,SP,,29.89,1396
13232,2013,9,8,551,-6,OVC014,10.0,,72.0,22.2,68.0,20.0,66.0,18.9,82.0,13.0,040,,29.35,,,29.97,AA,,30.01,1397
14122,2013,5,5,851,-5,BKN250,10.0,,57.0,13.9,47.0,8.3,36.0,2.2,46.0,16.0,110,,28.83,,,30.14,AA,,30.12,1398
11618,2013,5,28,451,-5,FEW180 BKN220 BKN260,10.0,,55.0,12.8,50.0,9.9,45.0,7.2,69.0,0.0,000,,30.16,,,30.19,AA,,30.19,1399
14307,2013,7,1,2151,-5,OVC008,3.0,BR,73.0,22.8,71.0,21.6,70.0,21.1,90.0,9.0,200,,30.04,,,30.11,AA,,30.11,1400
12191,2013,4,15,153,-6,OVC006,10.0,,69.0,20.6,68.0,19.8,67.0,19.4,93.0,9.0,180,,29.71,,,29.77,AA,,29.76,1401
12451,2013,4,16,256,-5,OVC002,6.0,BR,65.0,18.3,65.0,18.3,65.0,18.3,100.0,8.0,080,,30.07,,,30.11,AA,,30.11,1402
14747,2013,4,6,1851,-8,BKN032 BKN065 OVC095,10.0,,46.0,8.0,43.0,5.9,39.0,4.0,77.0,6.0,170,,29.42,,,,SP,,29.89,1403
12451,2013,6,26,256,-5,CLR,10.0,,71.0,21.7,70.0,20.9,69.0,20.6,93.0,0.0,000,,30.01,,,30.05,AA,,30.05,1404
13931,2013,7,7,1451,-5,SCT048,10.0,,91.0,32.8,75.0,24.0,68.0,20.0,47.0,8.0,240,20.0,30.06,,,30.08,AA,,30.09,1405
13851,2013,8,9,852,-6,FEW040 SCT090 SCT250,10.0,,77.0,25.0,72.0,22.3,70.0,21.1,79.0,6.0,200,,28.61,,,29.94,AA,,29.99,1406
10800,2013,9,16,753,-8,CLR,10.0,,78.0,25.6,63.0,17.0,52.0,11.1,40.0,3.0,270,,29.05,,,29.78,AA,,29.83,1407
11066,2013,9,25,651,-5,FEW150 BKN200,10.0,,52.0,11.1,49.0,9.4,46.0,7.8,80.0,3.0,360,,29.07,,,29.94,AA,,29.94,1408
11278,2013,7,6,2152,-5,CLR,10.0,,82.0,27.8,75.0,23.6,71.0,21.7,69.0,8.0,200,,30.05,,,30.12,AA,,30.12,1409
11697,2013,10,3,2353,-5,SCT025,10.0,,79.0,26.1,74.0,23.1,71.0,21.7,77.0,5.0,080,,30.02,,,30.03,AA,,30.03,1410
13232,2013,5,20,1051,-6,FEW090 SCT130 SCT200,10.0,,83.0,28.3,66.0,19.0,56.0,13.3,40.0,21.0,200,31.0,29.12,,,29.75,AA,,29.78,1411
12266,2013,8,27,253,-6,BKN180 BKN250,10.0,,74.0,23.3,73.0,22.9,73.0,22.8,97.0,6.0,050,,29.96,,,30.07,AA,,30.07,1412
11433,2013,10,30,1153,-5,FEW250,9.0,,58.0,14.4,50.0,9.9,42.0,5.6,55.0,3.0,190,,29.46,,,30.18,AA,,30.17,1413
14831,2013,4,10,1253,-8,CLR,10.0,,80.0,26.7,61.0,16.2,47.0,8.3,31.0,11.0,310,,30.06,8.0,20.0,30.11,AA,,30.11,1414
10693,2013,9,11,1353,-6,SCT055 BKN150 BKN250,10.0,,90.0,32.2,76.0,24.4,70.0,21.1,52.0,7.0,240,,29.49,,,30.11,AA,,30.14,1415
14027,2013,4,10,1653,-5,SCT021 SCT250,10.0,,79.0,26.1,72.0,22.4,69.0,20.6,72.0,17.0,120,,29.99,,,30.01,AA,,30.01,1416
14524,2013,10,7,1954,-5,SCT010 BKN070 OVC085,10.0,,69.0,20.6,67.0,19.5,66.0,18.9,90.0,9.0,010,,29.78,,,29.97,AA,,29.96,1417
14831,2013,4,23,1053,-8,CLR,10.0,,77.0,25.0,52.0,11.2,23.0,-5.0,13.0,10.0,290,,29.87,,,29.92,AA,,29.92,1418
14730,2013,5,12,1156,-5,FEW035,10.0,,58.0,14.4,45.0,7.4,30.0,-1.1,35.0,14.0,300,,29.6,,,30.13,AA,,30.13,1419
11259,2013,4,3,553,-6,SCT008 SCT010 OVC095,10.0,-RA,50.0,10.0,48.0,8.8,46.0,7.8,86.0,13.0,070,22.0,29.44,8.0,24.0,29.96,AA,0.02,29.97,1420
10423,2013,7,7,2353,-6,FEW150,10.0,,79.0,26.1,75.0,23.8,73.0,22.8,82.0,7.0,150,,29.47,,,29.96,AA,,30.0,1421
15016,2013,5,2,351,-6,SCT100,9.0,,63.0,17.2,60.0,15.2,57.0,13.9,81.0,0.0,000,,29.32,,,30.05,AA,,30.08,1422
13795,2013,6,16,1915,-5,CLR,10.0,,77.0,25.0,68.0,20.0,63.0,17.0,62.0,7.0,180,,29.97,,,,AA,,30.07,1423
11697,2013,4,17,332,-5,FEW021 BKN028 BKN040,10.0,,77.0,25.0,74.0,23.1,72.0,22.0,85.0,10.0,070,,30.04,,,,SP,,30.05,1424
14747,2013,7,24,1553,-8,SCT250,10.0,,87.0,30.6,64.0,17.6,47.0,8.3,25.0,8.0,350,16.0,29.56,,,30.04,AA,,30.03,1425
13342,2013,10,12,1552,-6,FEW015 SCT026 SCT040,8.0,,67.0,19.4,63.0,17.4,61.0,16.1,81.0,9.0,240,17.0,29.24,,,29.98,AA,,29.98,1426
13796,2013,4,1,451,-8,FEW006 BKN010 OVC016,2.5,RA BR,57.0,14.0,56.0,13.2,55.0,13.0,93.0,6.0,100,,29.99,,,,SP,,30.09,1427
14730,2013,6,3,1256,-5,BKN035 BKN065,10.0,,70.0,21.1,61.0,15.9,54.0,12.2,57.0,6.0,030,,29.49,,,30.01,SY-MT,,30.02,1428
14027,2013,7,14,1353,-5,BKN023 BKN120 BKN250,10.0,,87.0,30.6,76.0,24.4,71.0,21.7,59.0,18.0,100,24.0,30.03,,,30.05,AA,,30.05,1429
12892,2013,5,17,153,-8,FEW018 OVC026,10.0,,63.0,17.2,58.0,14.3,54.0,12.2,73.0,3.0,170,,29.56,,,29.91,AA,,29.91,1430
14908,2013,10,21,1753,-8,FEW008,10.0,,64.0,17.8,60.0,15.5,57.0,13.9,78.0,5.0,240,,29.87,,,29.93,AA,,29.93,1431
14100,2013,10,13,1954,-5,CLR,10.0,,57.0,13.9,52.0,11.2,48.0,8.9,72.0,7.0,060,,30.33,,,30.35,AA,,30.36,1432
14307,2013,6,3,1851,-5,BKN008 BKN140 OVC250,10.0,,68.0,20.0,66.0,18.9,65.0,18.3,90.0,10.0,200,,29.74,,,29.8,AA,,29.81,1433
13930,2013,4,21,851,-6,FEW080 BKN250,10.0,,43.0,6.1,34.0,1.2,19.0,-7.2,38.0,10.0,130,,29.77,1.0,3.0,30.52,AA,,30.5,1434
12173,2013,8,2,853,-10,FEW026 SCT038 SCT044,10.0,,81.0,27.2,71.0,21.4,65.0,18.3,58.0,15.0,060,,30.03,,,30.04,AA,,30.05,1435
11042,2013,4,9,651,-5,FEW015 SCT170 BKN250,6.0,BR,46.0,7.8,44.0,6.7,42.0,5.6,86.0,8.0,050,,29.26,1.0,14.0,30.12,AA,,30.13,1436
10821,2013,5,14,154,-5,CLR,10.0,,38.0,3.3,36.0,1.9,32.0,0.0,79.0,3.0,280,,30.0,,,30.17,AA,,30.17,1437
11042,2013,6,28,532,-5,OVC001,0.5,FG,66.0,18.9,65.0,18.1,64.0,17.8,93.0,3.0,220,,28.77,,,,SP,,29.62,1438
13303,2013,5,1,2251,-5,FEW025 SCT035 BKN070,10.0,,73.0,23.0,71.0,21.6,70.0,21.0,90.0,3.0,070,,29.94,,,,SP,,29.97,1439
14100,2013,10,29,454,-5,FEW180,10.0,,45.0,7.2,40.0,4.6,34.0,1.1,65.0,8.0,040,,30.34,,,30.36,AA,,30.37,1440
14771,2013,10,21,2056,-8,FEW004,10.0,,50.0,10.0,48.0,9.1,47.0,8.3,90.0,11.0,290,,29.97,,,29.98,AA,,29.99,1441
14570,2013,8,21,1355,-8,SCT070CB BKN110 BKN200,10.0,,79.0,26.1,61.0,16.3,50.0,10.0,36.0,6.0,090,,25.57,,,29.87,AA,,30.05,1442
14679,2013,5,19,1251,-8,FEW022,10.0,,68.0,20.0,60.0,15.5,54.0,12.2,61.0,8.0,220,,29.93,,,29.96,AA,,29.96,1443
10721,2013,7,26,232,-5,BKN010 OVC026,9.0,-RA,63.0,17.0,62.0,16.5,61.0,16.0,93.0,8.0,340,,29.98,,,,SP,,30.01,1444
10721,2013,9,10,452,-5,BKN028 OVC033,10.0,,63.0,17.0,58.0,14.4,54.0,12.0,73.0,11.0,210,,30.1,,,,SP,,30.13,1445
12892,2013,8,15,1853,-8,FEW004 SCT090,8.0,,67.0,19.4,64.0,17.7,62.0,16.7,84.0,9.0,270,,29.57,,,29.91,AA,,29.92,1446
12173,2013,9,1,753,-10,FEW040,10.0,,78.0,25.6,68.0,20.2,63.0,17.2,60.0,11.0,060,20.0,30.0,,,30.02,AA,,30.02,1447
11042,2013,8,27,651,-5,SCT023CB OVC030,5.0,-TSRA BR,72.0,22.2,69.0,20.7,68.0,20.0,87.0,10.0,240,,29.16,,,30.01,AA,0.06,30.02,1448
11259,2013,7,15,1322,-6,BKN018 BKN029 OVC050,3.0,-RA,73.0,23.0,71.0,21.6,70.0,21.0,90.0,8.0,130,,29.54,,,,SP,,30.07,1449
14831,2013,7,11,1353,-8,CLR,10.0,,74.0,23.3,63.0,17.3,56.0,13.3,54.0,15.0,300,,29.86,,,29.91,AA,,29.91,1450
12191,2013,10,10,1053,-6,FEW040,10.0,,80.0,26.7,68.0,20.0,61.0,16.1,52.0,0.0,000,,30.0,,,30.06,AA,,30.05,1451
15016,2013,4,27,1751,-6,OVC005,1.5,-RA BR,54.0,12.2,53.0,11.6,52.0,11.1,93.0,3.0,050,,29.23,6.0,17.0,29.99,AA,0.06,29.99,1452
13487,2013,5,26,1553,-6,OVC029,10.0,,58.0,14.4,52.0,10.9,46.0,7.8,65.0,18.0,090,28.0,29.22,,,30.12,AA,,30.12,1453
12191,2013,6,27,1153,-6,FEW042 SCT250,10.0,,93.0,33.9,77.0,24.9,70.0,21.1,47.0,6.0,210,,29.94,,,30.0,AA,,29.99,1454
12339,2013,6,16,1354,-5,SCT023 BKN049 OVC140,10.0,,75.0,23.9,69.0,20.6,66.0,18.9,74.0,14.0,230,,29.13,,,29.97,AA,,29.99,1455
14307,2013,9,17,551,-5,FEW050,10.0,,44.0,6.7,40.0,4.5,35.0,1.7,71.0,11.0,350,,30.29,,,30.36,AA,,30.36,1456
11057,2013,7,27,2134,-5,BKN006 OVC012,10.0,,73.0,23.0,71.0,21.6,70.0,21.0,90.0,6.0,120,,29.15,,,,SP,,29.97,1457
13851,2013,5,12,1252,-6,FEW100 SCT200,10.0,,72.0,22.2,56.0,13.3,42.0,5.6,34.0,11.0,180,,28.83,,,30.19,AA,,30.22,1458
14747,2013,10,25,1026,-8,SCT003 OVC009,1.5,BR,48.0,9.0,47.0,8.3,46.0,8.0,93.0,7.0,080,,29.81,,,,SP,,30.28,1459
13871,2013,6,14,2352,-6,FEW040 SCT100 OVC250,10.0,,68.0,20.0,65.0,18.6,64.0,17.8,87.0,17.0,140,,28.81,,,29.83,AA,,29.85,1460
11278,2013,4,30,1530,-5,SCT009 BKN024 OVC037,4.0,-DZ,59.0,15.0,57.0,13.7,55.0,13.0,87.0,13.0,070,,30.16,,,,SP,,30.23,1461
14492,2013,8,3,526,-5,OVC007,6.0,BR,75.0,24.0,74.0,23.1,73.0,23.0,94.0,7.0,240,,29.55,,,,SP,,30.02,1462
12889,2013,5,12,1156,-8,FEW100 SCT250,10.0,,94.0,34.4,59.0,15.0,26.0,-3.3,9.0,3.0,VR ,,27.77,,,29.98,AA,,30.06,1463
13851,2013,4,20,2152,-6,OVC150,10.0,,57.0,13.9,46.0,7.9,34.0,1.1,42.0,11.0,140,,28.67,,,30.04,AA,,30.06,1464
15304,2013,7,31,1353,-5,SCT050CB BKN270,10.0,,90.0,32.2,79.0,25.8,74.0,23.3,59.0,9.0,240,,30.05,,,30.06,AA,,30.06,1465
13342,2013,6,20,2252,-6,SCT250,10.0,,68.0,20.0,59.0,15.2,53.0,11.7,59.0,8.0,150,,29.37,,,30.1,AA,,30.12,1466
14524,2013,8,16,454,-5,FEW055,10.0,,59.0,15.0,57.0,14.0,56.0,13.3,90.0,0.0,000,,29.96,,,30.14,AA,,30.14,1467
13495,2013,9,11,653,-6,FEW020 SCT250,10.0,,81.0,27.2,77.0,25.2,76.0,24.4,85.0,10.0,060,,30.07,,,30.09,AA,,30.09,1468
10693,2013,9,22,853,-6,CLR,10.0,,67.0,19.4,58.0,14.4,51.0,10.6,57.0,9.0,060,,29.32,,,29.95,AA,,29.97,1469
14869,2013,6,26,1553,-7,FEW110,10.0,,94.0,34.4,65.0,18.5,48.0,8.9,21.0,14.0,330,21.0,25.74,,,29.87,AA,,30.05,1470
11697,2013,6,30,153,-5,FEW027,10.0,,79.0,26.1,76.0,24.1,74.0,23.3,85.0,6.0,200,,29.87,,,29.88,AA,,29.88,1471
14027,2013,5,27,1053,-5,SCT024 SCT036 BKN240,10.0,,81.0,27.2,72.0,22.4,68.0,20.0,65.0,16.0,090,,30.14,,,30.15,AA,,30.16,1472
12953,2013,4,4,151,-5,CLR,10.0,,36.0,2.2,29.0,-1.7,14.0,-10.0,40.0,9.0,340,,30.26,,,30.29,AA,,30.29,1473
12264,2013,5,11,1252,-5,FEW080 SCT100 BKN200,10.0,,74.0,23.3,68.0,19.7,64.0,17.8,71.0,5.0,190,,29.43,,,29.77,AA,,29.77,1474
11278,2013,8,31,1952,-5,FEW025 SCT130 BKN160,9.0,,83.0,28.3,77.0,24.8,74.0,23.3,74.0,8.0,180,,29.77,,,29.84,AA,,29.84,1475
13931,2013,5,7,751,-5,OVC007,10.0,,63.0,17.2,61.0,16.2,60.0,15.6,90.0,10.0,130,,29.91,,,29.93,AA,,29.94,1476
11057,2013,10,30,252,-5,FEW100 SCT140,10.0,,52.0,11.1,51.0,10.8,51.0,10.6,96.0,0.0,000,,29.44,,,30.26,AA,,30.27,1477
13796,2013,8,2,509,-8,OVC007,10.0,,55.0,13.0,55.0,12.7,55.0,13.0,100.0,13.0,250,20.0,29.88,,,,SP,,29.98,1478
14869,2013,6,8,553,-7,CLR,10.0,,67.0,19.4,57.0,13.6,49.0,9.4,53.0,3.0,120,,25.67,,,29.79,AA,,29.97,1479
14908,2013,6,11,2253,-8,BKN014,10.0,,63.0,17.2,60.0,15.6,58.0,14.4,84.0,5.0,210,,29.89,,,29.94,AA,,29.95,1480
13795,2013,7,19,315,-5,CLR,5.0,,73.0,23.0,72.0,22.4,72.0,22.0,97.0,3.0,220,,30.0,,,,AA,,30.1,1481
11066,2013,6,26,1551,-5,SCT038TCU BKN200,10.0,,85.0,29.4,75.0,23.6,70.0,21.1,61.0,11.0,200,,28.96,,,29.81,AA,,29.83,1482
13487,2013,7,29,2253,-6,OVC085,10.0,,70.0,21.1,62.0,16.5,56.0,13.3,61.0,5.0,150,,29.2,,,30.09,AA,,30.1,1483
14908,2013,8,12,400,-8,OVC010,10.0,,66.0,19.0,61.0,15.9,57.0,14.0,73.0,0.0,000,,29.87,,,,SP,,29.93,1484
11618,2013,9,1,1551,-5,FEW025 SCT060 BKN170,10.0,,82.0,27.8,75.0,23.9,72.0,22.2,72.0,9.0,110,,29.77,,,29.79,AA,,29.8,1485
12173,2013,10,29,853,-10,FEW027 SCT033 SCT046,10.0,,79.0,26.1,71.0,21.4,66.0,18.9,65.0,7.0,100,,30.02,,,30.04,AA,,30.04,1486
10821,2013,4,9,854,-5,BKN250,10.0,,74.0,23.3,60.0,15.7,50.0,10.0,43.0,15.0,270,21.0,29.88,,,30.05,AA,,30.05,1487
14747,2013,10,22,2117,-8,VV001,0.25,FG,48.0,9.0,47.0,8.0,45.0,7.0,89.0,3.0,340,,29.58,,,,SP,,30.05,1488
11618,2013,6,7,349,-5,BKN007 OVC022,3.0,RA BR,63.0,17.0,62.0,16.5,61.0,16.0,93.0,8.0,110,,29.89,,,,SP,,29.92,1489
14027,2013,4,16,1143,-5,FEW023CB BKN028CB BKN036,10.0,+FC -RA,81.0,27.0,77.0,24.8,75.0,24.0,82.0,14.0,060,,30.09,,,,SP,,30.11,1490
